"ID"	"adj.P.Val"	"P.Value"	"F"	"Gene.symbol"	"Gene.title"
"ILMN_3235637"	"0.995"	"0.008789"	"3.87466"	"LOC100128288"	"uncharacterized LOC100128288"
"ILMN_1740597"	"0.995"	"0.008792"	"3.87439"	"CDKN2D"	"cyclin dependent kinase inhibitor 2D"
"ILMN_2214997"	"0.995"	"0.008796"	"3.87403"	"LRRFIP1"	"LRR binding FLII interacting protein 1"
"ILMN_3275522"	"0.995"	"0.008816"	"3.87227"	""	""
"ILMN_1725485"	"0.995"	"0.00882"	"3.87189"	"RGS17"	"regulator of G-protein signaling 17"
"ILMN_1739345"	"0.995"	"0.008858"	"3.8685"	"LBHD1"	"LBH domain containing 1"
"ILMN_3289721"	"0.995"	"0.008874"	"3.86706"	""	""
"ILMN_3294028"	"0.995"	"0.008921"	"3.86295"	""	""
"ILMN_1712389"	"0.995"	"0.008926"	"3.86254"	"CKLF"	"chemokine like factor"
"ILMN_1769758"	"0.995"	"0.008945"	"3.86081"	"FANCA"	"Fanconi anemia complementation group A"
"ILMN_1709635"	"0.995"	"0.008968"	"3.85881"	"SLC38A11"	"solute carrier family 38 member 11"
"ILMN_1759700"	"0.995"	"0.008974"	"3.85831"	"NLGN3"	"neuroligin 3"
"ILMN_3227977"	"0.995"	"0.008976"	"3.85808"	""	""
"ILMN_2288483"	"0.995"	"0.008992"	"3.85673"	"CEP19"	"centrosomal protein 19"
"ILMN_1761834"	"0.995"	"0.008995"	"3.85645"	""	""
"ILMN_1708989"	"0.995"	"0.009002"	"3.85582"	"TBX1"	"T-box 1"
"ILMN_1747759"	"0.995"	"0.009095"	"3.84777"	""	""
"ILMN_2314140"	"0.995"	"0.009157"	"3.84246"	"PAX6"	"paired box 6"
"ILMN_1798867"	"0.995"	"0.009191"	"3.83952"	"CAMTA2"	"calmodulin binding transcription activator 2"
"ILMN_1665970"	"0.995"	"0.009205"	"3.83836"	""	""
"ILMN_1661674"	"0.995"	"0.009247"	"3.83474"	"VCL"	"vinculin"
"ILMN_1783057"	"0.995"	"0.00928"	"3.83195"	""	""
"ILMN_2176882"	"0.995"	"0.009282"	"3.83179"	"ZNF69"	"zinc finger protein 69"
"ILMN_3215954"	"0.995"	"0.009312"	"3.82931"	""	""
"ILMN_1785768"	"0.995"	"0.009325"	"3.82819"	"PDE4A"	"phosphodiesterase 4A"
"ILMN_1735055"	"0.995"	"0.009341"	"3.82681"	"TEAD1"	"TEA domain transcription factor 1"
"ILMN_1805486"	"0.995"	"0.009375"	"3.82398"	""	""
"ILMN_1667932"	"0.995"	"0.009424"	"3.81995"	""	""
"ILMN_3253606"	"0.995"	"0.009431"	"3.81937"	""	""
"ILMN_2097259"	"0.995"	"0.009436"	"3.81891"	"CYP2U1"	"cytochrome P450 family 2 subfamily U member 1"
"ILMN_2051900"	"0.995"	"0.00945"	"3.81777"	"EID2B"	"EP300 interacting inhibitor of differentiation 2B"
"ILMN_3255741"	"0.995"	"0.009514"	"3.81248"	"ZNF37BP"	"zinc finger protein 37B, pseudogene"
"ILMN_2279834"	"0.995"	"0.009522"	"3.81186"	"ZNF483"	"zinc finger protein 483"
"ILMN_1782596"	"0.995"	"0.009539"	"3.81046"	"CCL25"	"C-C motif chemokine ligand 25"
"ILMN_2203950"	"0.995"	"0.00954"	"3.81034"	"HLA-A"	"major histocompatibility complex, class I, A"
"ILMN_1663538"	"0.995"	"0.009565"	"3.80829"	"CLYBL"	"citrate lyase beta like"
"ILMN_1749875"	"0.995"	"0.009575"	"3.8075"	""	""
"ILMN_1719611"	"0.995"	"0.00961"	"3.80461"	"CCT6A"	"chaperonin containing TCP1 subunit 6A"
"ILMN_1775830"	"0.995"	"0.009644"	"3.80184"	"TM4SF20"	"transmembrane 4 L six family member 20"
"ILMN_3309604"	"0.995"	"0.009723"	"3.79549"	"MIR769"	"microRNA 769"
"ILMN_2311761"	"0.995"	"0.009726"	"3.79527"	"AP3S1"	"adaptor related protein complex 3 sigma 1 subunit"
"ILMN_1715584"	"0.995"	"0.009738"	"3.79432"	"SOCS5"	"suppressor of cytokine signaling 5"
"ILMN_1683239"	"0.995"	"0.009825"	"3.78731"	"RASSF1"	"Ras association domain family member 1"
"ILMN_1782098"	"0.995"	"0.009857"	"3.78479"	"SMO"	"smoothened, frizzled class receptor"
"ILMN_1755920"	"0.995"	"0.009911"	"3.78056"	"ATP8B5P"	"ATPase phospholipid transporting 8B5, pseudogene"
"ILMN_1687625"	"0.995"	"0.009918"	"3.77995"	"DPCR1"	"diffuse panbronchiolitis critical region 1"
"ILMN_2400546"	"0.995"	"0.00993"	"3.779"	"IZUMO4"	"IZUMO family member 4"
"ILMN_1700344"	"0.995"	"0.009939"	"3.77833"	""	""
"ILMN_3249667"	"0.995"	"0.010098"	"3.76592"	""	""
"ILMN_3239263"	"0.995"	"0.010116"	"3.76452"	"RPL23AP53"	"ribosomal protein L23a pseudogene 53"
"ILMN_1806758"	"0.995"	"0.010134"	"3.76318"	"C9orf85"	"chromosome 9 open reading frame 85"
"ILMN_1795963"	"0.995"	"0.010135"	"3.76311"	""	""
"ILMN_1684108"	"0.995"	"0.010143"	"3.76247"	"IRX4"	"iroquois homeobox 4"
"ILMN_1705908"	"0.995"	"0.010159"	"3.76126"	"RPL7L1"	"ribosomal protein L7 like 1"
"ILMN_2183510"	"0.995"	"0.010206"	"3.75761"	"MANF"	"mesencephalic astrocyte derived neurotrophic factor"
"ILMN_3236198"	"0.995"	"0.010243"	"3.75484"	"OR4F17"	"olfactory receptor family 4 subfamily F member 17"
"ILMN_3236752"	"0.995"	"0.010268"	"3.75292"	""	""
"ILMN_1799871"	"0.995"	"0.01028"	"3.75199"	"LTK"	"leukocyte receptor tyrosine kinase"
"ILMN_1750295"	"0.995"	"0.010282"	"3.75188"	"ASIC5"	"acid sensing ion channel subunit family member 5"
"ILMN_1733929"	"0.995"	"0.010355"	"3.74635"	"DNMT3B"	"DNA methyltransferase 3 beta"
"ILMN_1706505"	"0.995"	"0.010365"	"3.7456"	"COL5A1"	"collagen type V alpha 1 chain"
"ILMN_1734021"	"0.995"	"0.010432"	"3.74059"	"CLSTN3"	"calsyntenin 3"
"ILMN_2196232"	"0.995"	"0.01045"	"3.73922"	"C1orf210"	"chromosome 1 open reading frame 210"
"ILMN_1658351"	"0.995"	"0.010517"	"3.73427"	"FIS1"	"fission, mitochondrial 1"
"ILMN_3203444"	"0.995"	"0.010519"	"3.73409"	""	""
"ILMN_3235044"	"0.995"	"0.010536"	"3.73287"	""	""
"ILMN_3208140"	"0.995"	"0.010538"	"3.73271"	""	""
"ILMN_3241861"	"0.995"	"0.010564"	"3.73079"	"TGIF2LY"	"TGFB induced factor homeobox 2 like, Y-linked"
"ILMN_1800540"	"0.995"	"0.010686"	"3.72189"	"CD55"	"CD55 molecule (Cromer blood group)"
"ILMN_2296011"	"0.995"	"0.010689"	"3.72162"	"BRWD1"	"bromodomain and WD repeat domain containing 1"
"ILMN_3308652"	"0.995"	"0.010697"	"3.72104"	"MIR561"	"microRNA 561"
"ILMN_3238990"	"0.995"	"0.010706"	"3.72039"	""	""
"ILMN_1657632"	"0.995"	"0.010766"	"3.71602"	"ZMYM6"	"zinc finger MYM-type containing 6"
"ILMN_1805742"	"0.995"	"0.010816"	"3.71247"	"DHX37"	"DEAH-box helicase 37"
"ILMN_2199658"	"0.995"	"0.010834"	"3.71116"	"ANKS4B"	"ankyrin repeat and sterile alpha motif domain containing 4B"
"ILMN_1686847"	"0.995"	"0.010889"	"3.7072"	""	""
"ILMN_2311278"	"0.995"	"0.0109"	"3.70647"	"ADD3"	"adducin 3"
"ILMN_3268752"	"0.995"	"0.010912"	"3.7056"	""	""
"ILMN_1727153"	"0.995"	"0.010924"	"3.70477"	""	""
"ILMN_1809928"	"0.995"	"0.01096"	"3.70215"	"COL6A2"	"collagen type VI alpha 2 chain"
"ILMN_1660504"	"0.995"	"0.010977"	"3.70097"	""	""
"ILMN_1686664"	"0.995"	"0.011007"	"3.69883"	"MT2A"	"metallothionein 2A"
"ILMN_1718140"	"0.995"	"0.011034"	"3.69694"	""	""
"ILMN_1711790"	"0.995"	"0.011052"	"3.69567"	"DEFB135"	"defensin beta 135"
"ILMN_1756352"	"0.995"	"0.011075"	"3.69406"	"LAMTOR2"	"late endosomal/lysosomal adaptor, MAPK and MTOR activator 2"
"ILMN_2137789"	"0.995"	"0.011164"	"3.6879"	"KLF4"	"Kruppel like factor 4"
"ILMN_1712236"	"0.995"	"0.01121"	"3.68467"	"PPP1R3B"	"protein phosphatase 1 regulatory subunit 3B"
"ILMN_3298694"	"0.995"	"0.011282"	"3.6797"	"TYW1B"	"tRNA-yW synthesizing protein 1 homolog B"
"ILMN_2387105"	"0.995"	"0.011291"	"3.67906"	"OGN"	"osteoglycin"
"ILMN_3240144"	"0.995"	"0.011342"	"3.67557"	"HBA1"	"hemoglobin subunit alpha 1"
"ILMN_1718334"	"0.995"	"0.011361"	"3.67431"	"ITPA"	"inosine triphosphatase"
"ILMN_1914949"	"0.995"	"0.011384"	"3.67275"	""	""
"ILMN_3185223"	"0.995"	"0.011448"	"3.66841"	""	""
"ILMN_1664978"	"0.995"	"0.011452"	"3.6681"	"TJP2"	"tight junction protein 2"
"ILMN_1714108"	"0.995"	"0.011508"	"3.66437"	"TP53INP1"	"tumor protein p53 inducible nuclear protein 1"
"ILMN_3199929"	"0.995"	"0.011557"	"3.66102"	""	""
"ILMN_3207537"	"0.995"	"0.011585"	"3.65915"	""	""
"ILMN_1745583"	"0.995"	"0.011589"	"3.65892"	"EXOC1"	"exocyst complex component 1"
"ILMN_1793474"	"0.995"	"0.01163"	"3.65617"	"INSIG1"	"insulin induced gene 1"
"ILMN_2365465"	"0.995"	"0.011637"	"3.65571"	"XBP1"	"X-box binding protein 1"
"ILMN_3243185"	"0.995"	"0.011652"	"3.65473"	"RERGL"	"RERG like"
"ILMN_1667430"	"0.995"	"0.011682"	"3.65275"	"DEGS1"	"delta 4-desaturase, sphingolipid 1"
"ILMN_3297605"	"0.995"	"0.011814"	"3.64406"	""	""
"ILMN_1672255"	"0.995"	"0.01183"	"3.643"	"LRIT3"	"leucine rich repeat, Ig-like and transmembrane domains 3"
"ILMN_1753729"	"0.995"	"0.011854"	"3.64143"	"KNG1"	"kininogen 1"
"ILMN_1836827"	"0.995"	"0.011861"	"3.64093"	""	""
"ILMN_1680856"	"0.995"	"0.011865"	"3.6407"	"MAMLD1"	"mastermind like domain containing 1"
"ILMN_1772057"	"0.995"	"0.011865"	"3.64068"	""	""
"ILMN_1675127"	"0.995"	"0.011904"	"3.63816"	""	""
"ILMN_1700515"	"0.995"	"0.011908"	"3.63792"	"C17orf58"	"chromosome 17 open reading frame 58"
"ILMN_1703337"	"0.995"	"0.011919"	"3.63718"	""	""
"ILMN_2041577"	"0.995"	"0.011952"	"3.63503"	"SLC52A2"	"solute carrier family 52 member 2"
"ILMN_1678553"	"0.995"	"0.011967"	"3.63411"	""	""
"ILMN_1673322"	"0.995"	"0.012044"	"3.62916"	"SLED1"	"proteoglycan 3 pseudogene"
"ILMN_1718446"	"0.995"	"0.012064"	"3.62783"	""	""
"ILMN_1794552"	"0.995"	"0.012091"	"3.62612"	"GAP43"	"growth associated protein 43"
"ILMN_1800131"	"0.995"	"0.012105"	"3.62523"	""	""
"ILMN_1813206"	"0.995"	"0.012108"	"3.62502"	"CP"	"ceruloplasmin (ferroxidase)"
"ILMN_1662129"	"0.995"	"0.01217"	"3.62108"	"RCN2"	"reticulocalbin 2"
"ILMN_1800317"	"0.995"	"0.01223"	"3.61729"	"WNT5A"	"Wnt family member 5A"
"ILMN_2219683"	"0.995"	"0.012249"	"3.61606"	"NEU4"	"neuraminidase 4"
"ILMN_3238910"	"0.995"	"0.01228"	"3.61416"	""	""
"ILMN_2094166"	"0.995"	"0.012289"	"3.61356"	"CHMP5"	"charged multivesicular body protein 5"
"ILMN_2133316"	"0.995"	"0.012313"	"3.61206"	"GIMAP7"	"GTPase, IMAP family member 7"
"ILMN_1873793"	"0.995"	"0.012327"	"3.61122"	""	""
"ILMN_1682227"	"0.995"	"0.012341"	"3.61033"	"ZNF404"	"zinc finger protein 404"
"ILMN_1898023"	"0.995"	"0.012355"	"3.60946"	"LOC100131174"	"uncharacterized LOC100131174"
"ILMN_3239395"	"0.995"	"0.012455"	"3.60325"	""	""
"ILMN_1707491"	"0.995"	"0.012469"	"3.60239"	""	""
"ILMN_1712112"	"0.995"	"0.012475"	"3.60199"	"RCAN1"	"regulator of calcineurin 1"
"ILMN_1794528"	"0.995"	"0.012498"	"3.60056"	""	""
"ILMN_1778844"	"0.995"	"0.01254"	"3.59798"	"BRINP2"	"BMP/retinoic acid inducible neural specific 2"
"ILMN_3237404"	"0.995"	"0.012544"	"3.59774"	""	""
"ILMN_1692760"	"0.995"	"0.012594"	"3.59467"	"DPAGT1"	"dolichyl-phosphate N-acetylglucosaminephosphotransferase 1"
"ILMN_1699925"	"0.995"	"0.012595"	"3.59459"	"TGM5"	"transglutaminase 5"
"ILMN_1745914"	"0.995"	"0.012615"	"3.59338"	""	""
"ILMN_1769634"	"0.995"	"0.012659"	"3.5907"	"STRA13"	"stimulated by retinoic acid 13"
"ILMN_2412380"	"0.995"	"0.012679"	"3.58951"	"TSC22D1"	"TSC22 domain family member 1"
"ILMN_3251910"	"0.995"	"0.012692"	"3.58868"	"TMEM178B"	"transmembrane protein 178B"
"ILMN_1812096"	"0.995"	"0.012721"	"3.58692"	"CADM4"	"cell adhesion molecule 4"
"ILMN_1678217"	"0.995"	"0.01281"	"3.58155"	""	""
"ILMN_3308460"	"0.995"	"0.012832"	"3.58025"	"MIR135A2"	"microRNA 135a-2"
"ILMN_1670379"	"0.995"	"0.012848"	"3.57928"	"ANTXR1"	"anthrax toxin receptor 1"
"ILMN_1746359"	"0.995"	"0.012858"	"3.57867"	"RERG"	"RAS like estrogen regulated growth inhibitor"
"ILMN_2387636"	"0.995"	"0.0129"	"3.57619"	""	""
"ILMN_1760649"	"0.995"	"0.012999"	"3.57031"	"PCK2"	"phosphoenolpyruvate carboxykinase 2, mitochondrial"
"ILMN_1783547"	"0.995"	"0.013034"	"3.5682"	""	""
"ILMN_3269006"	"0.995"	"0.013042"	"3.56773"	""	""
"ILMN_1655758"	"0.995"	"0.013043"	"3.5677"	""	""
"ILMN_1775823"	"0.995"	"0.013051"	"3.56723"	"POFUT2"	"protein O-fucosyltransferase 2"
"ILMN_1785179"	"0.995"	"0.013073"	"3.56592"	"UBE2G2"	"ubiquitin conjugating enzyme E2 G2"
"ILMN_1804351"	"0.995"	"0.013103"	"3.56414"	"FZD7"	"frizzled class receptor 7"
"ILMN_1880521"	"0.995"	"0.013111"	"3.56371"	"RFX3"	"regulatory factor X3"
"ILMN_1769014"	"0.995"	"0.013138"	"3.5621"	"MTG2"	"mitochondrial ribosome associated GTPase 2"
"ILMN_1898985"	"0.995"	"0.013155"	"3.5611"	""	""
"ILMN_1693210"	"0.995"	"0.013195"	"3.55878"	"NSMCE2"	"NSE2/MMS21 homolog, SMC5-SMC6 complex SUMO ligase"
"ILMN_1727855"	"0.995"	"0.013207"	"3.55806"	"PEMT"	"phosphatidylethanolamine N-methyltransferase"
"ILMN_1671933"	"0.995"	"0.013213"	"3.55772"	"CLCC1"	"chloride channel CLIC like 1"
"ILMN_3205258"	"0.995"	"0.013218"	"3.55747"	""	""
"ILMN_2070521"	"0.995"	"0.013221"	"3.55726"	"BHMT2"	"betaine--homocysteine S-methyltransferase 2"
"ILMN_2048478"	"0.995"	"0.013263"	"3.55485"	"SLC22A3"	"solute carrier family 22 member 3"
"ILMN_1707734"	"0.995"	"0.013265"	"3.55472"	"NNAT"	"neuronatin"
"ILMN_1782609"	"0.995"	"0.013275"	"3.55415"	"STAG2"	"stromal antigen 2"
"ILMN_1713650"	"0.995"	"0.013276"	"3.55408"	"GOLGA6L5P"	"golgin A6 family-like 5, pseudogene"
"ILMN_1764721"	"0.995"	"0.013308"	"3.5522"	"RPL8"	"ribosomal protein L8"
"ILMN_1698685"	"0.995"	"0.013339"	"3.55044"	"MATN2"	"matrilin 2"
"ILMN_1688152"	"0.995"	"0.013365"	"3.54896"	"IL27RA"	"interleukin 27 receptor subunit alpha"
"ILMN_1863212"	"0.995"	"0.013402"	"3.54683"	"PP13004"	"uncharacterized LOC402481"
"ILMN_1772809"	"0.995"	"0.013409"	"3.54643"	"SLC4A1"	"solute carrier family 4 member 1 (Diego blood group)"
"ILMN_1684977"	"0.995"	"0.01344"	"3.54465"	""	""
"ILMN_2077905"	"0.995"	"0.013448"	"3.54421"	"PTGFRN"	"prostaglandin F2 receptor inhibitor"
"ILMN_2184612"	"0.995"	"0.013459"	"3.54355"	"C3orf52"	"chromosome 3 open reading frame 52"
"ILMN_1707901"	"0.995"	"0.013466"	"3.54316"	"DHRS7B"	"dehydrogenase/reductase 7B"
"ILMN_1671791"	"0.995"	"0.013521"	"3.54001"	"PCK2"	"phosphoenolpyruvate carboxykinase 2, mitochondrial"
"ILMN_1730818"	"0.995"	"0.013553"	"3.53823"	""	""
"ILMN_3236594"	"0.995"	"0.013562"	"3.53774"	"SNORA29"	"small nucleolar RNA, H/ACA box 29"
"ILMN_3226012"	"0.995"	"0.013584"	"3.53648"	""	""
"ILMN_3243471"	"0.995"	"0.013586"	"3.53637"	"CNPY2"	"canopy FGF signaling regulator 2"
"ILMN_3299393"	"0.995"	"0.013598"	"3.53565"	"PNMAL1"	"paraneoplastic Ma antigen family like 1"
"ILMN_3206679"	"0.995"	"0.013617"	"3.53462"	""	""
"ILMN_2092118"	"0.995"	"0.013629"	"3.53393"	"FPR1"	"formyl peptide receptor 1"
"ILMN_2402042"	"0.995"	"0.013648"	"3.53287"	"CT45A5"	"cancer/testis antigen family 45, member A5"
"ILMN_1804419"	"0.995"	"0.013683"	"3.53088"	"LRMP"	"lymphoid restricted membrane protein"
"ILMN_2414568"	"0.995"	"0.013701"	"3.52988"	"MEOX1"	"mesenchyme homeobox 1"
"ILMN_2186806"	"0.995"	"0.01376"	"3.52659"	"HLA-F"	"major histocompatibility complex, class I, F"
"ILMN_1751234"	"0.995"	"0.01377"	"3.52606"	"C1GALT1C1"	"C1GALT1 specific chaperone 1"
"ILMN_1685022"	"0.995"	"0.013793"	"3.52477"	"CAPN7"	"calpain 7"
"ILMN_1767657"	"0.995"	"0.013815"	"3.52355"	"MAT1A"	"methionine adenosyltransferase 1A"
"ILMN_3235126"	"0.995"	"0.013819"	"3.52331"	""	""
"ILMN_1685736"	"0.995"	"0.013851"	"3.52155"	""	""
"ILMN_1734950"	"0.995"	"0.01392"	"3.51774"	"LOXL1"	"lysyl oxidase like 1"
"ILMN_2283597"	"0.995"	"0.01396"	"3.51552"	"FAM134B"	"family with sequence similarity 134 member B"
"ILMN_3302896"	"0.995"	"0.013979"	"3.51449"	""	""
"ILMN_1759487"	"0.995"	"0.014025"	"3.51195"	"EGFLAM"	"EGF like, fibronectin type III and laminin G domains"
"ILMN_1704537"	"0.995"	"0.014087"	"3.50857"	"PHGDH"	"phosphoglycerate dehydrogenase"
"ILMN_1690382"	"0.995"	"0.014144"	"3.50549"	"LINC01144"	"long intergenic non-protein coding RNA 1144"
"ILMN_1670139"	"0.995"	"0.014145"	"3.50543"	"TEX28"	"testis expressed 28"
"ILMN_1736527"	"0.995"	"0.014198"	"3.50257"	"TFCP2L1"	"transcription factor CP2-like 1"
"ILMN_1776598"	"0.995"	"0.014215"	"3.50163"	"NTMT1"	"N-terminal Xaa-Pro-Lys N-methyltransferase 1"
"ILMN_2297453"	"0.995"	"0.01431"	"3.49655"	"ST6GALNAC4"	"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4"
"ILMN_3285568"	"0.995"	"0.014373"	"3.49322"	""	""
"ILMN_1675617"	"0.995"	"0.014388"	"3.49238"	"NT5M"	"5',3'-nucleotidase, mitochondrial"
"ILMN_1736654"	"0.995"	"0.014399"	"3.49181"	"PIP5K1B"	"phosphatidylinositol-4-phosphate 5-kinase type 1 beta"
"ILMN_1793302"	"0.995"	"0.014413"	"3.49109"	"WDR4"	"WD repeat domain 4"
"ILMN_2068698"	"0.995"	"0.014431"	"3.4901"	"RSPH4A"	"radial spoke head 4 homolog A"
"ILMN_1727402"	"0.995"	"0.01446"	"3.48856"	"HCLS1"	"hematopoietic cell-specific Lyn substrate 1"
"ILMN_1777405"	"0.995"	"0.014528"	"3.48499"	"HIST1H2BD"	"histone cluster 1, H2bd"
"ILMN_1699750"	"0.995"	"0.014603"	"3.48103"	"EPHX3"	"epoxide hydrolase 3"
"ILMN_1690320"	"0.995"	"0.014605"	"3.48092"	""	""
"ILMN_3308300"	"0.995"	"0.014627"	"3.47979"	"MIR548M"	"microRNA 548m"
"ILMN_1872419"	"0.995"	"0.014637"	"3.47926"	""	""
"ILMN_1745994"	"0.995"	"0.014697"	"3.47614"	"GAS7"	"growth arrest specific 7"
"ILMN_2195319"	"0.995"	"0.01471"	"3.47547"	"PDE6A"	"phosphodiesterase 6A"
"ILMN_1805561"	"0.995"	"0.014736"	"3.4741"	"SLC14A1"	"solute carrier family 14 member 1 (Kidd blood group)"
"ILMN_3254848"	"0.995"	"0.01477"	"3.47234"	""	""
"ILMN_2076602"	"0.995"	"0.014772"	"3.47224"	"ITM2A"	"integral membrane protein 2A"
"ILMN_3308853"	"0.995"	"0.014794"	"3.4711"	"MIR924"	"microRNA 924"
"ILMN_1695827"	"0.995"	"0.014825"	"3.46953"	"PPP1CA"	"protein phosphatase 1 catalytic subunit alpha"
"ILMN_1709925"	"0.995"	"0.014857"	"3.46787"	"GPR155"	"G protein-coupled receptor 155"
"ILMN_1734631"	"0.995"	"0.014867"	"3.46738"	"CLYBL"	"citrate lyase beta like"
"ILMN_1797432"	"0.995"	"0.014882"	"3.46657"	"SLC35G3"	"solute carrier family 35 member G3"
"ILMN_2176063"	"0.995"	"0.014884"	"3.4665"	"FCGR1A"	"Fc fragment of IgG receptor Ia"
"ILMN_1799168"	"0.995"	"0.014917"	"3.46481"	"LOC646938"	"TBC1 domain family member 2B pseudogene"
"ILMN_1691566"	"0.995"	"0.014922"	"3.46451"	"CCDC140"	"coiled-coil domain containing 140"
"ILMN_3244461"	"0.995"	"0.014952"	"3.46301"	"CARMIL1"	"capping protein regulator and myosin 1 linker 1"
"ILMN_1712308"	"0.995"	"0.014965"	"3.46233"	"FSTL4"	"follistatin like 4"
"ILMN_1806779"	"0.995"	"0.014969"	"3.4621"	"ZNF155"	"zinc finger protein 155"
"ILMN_2293758"	"0.995"	"0.014985"	"3.46133"	"AKAP11"	"A-kinase anchoring protein 11"
"ILMN_1877890"	"0.995"	"0.014989"	"3.46112"	""	""
"ILMN_1660669"	"0.995"	"0.015018"	"3.45965"	""	""
"ILMN_2412192"	"0.995"	"0.015038"	"3.45863"	"CFH"	"complement factor H"
"ILMN_3253304"	"0.995"	"0.015051"	"3.45797"	""	""
"ILMN_1733851"	"0.995"	"0.01511"	"3.45498"	"DACT3"	"dishevelled binding antagonist of beta catenin 3"
"ILMN_1790098"	"0.995"	"0.01511"	"3.45498"	"OGN"	"osteoglycin"
"ILMN_2134801"	"0.995"	"0.015143"	"3.45329"	"ETNPPL"	"ethanolamine-phosphate phospho-lyase"
"ILMN_1796377"	"0.995"	"0.015191"	"3.45088"	"C14orf37"	"chromosome 14 open reading frame 37"
"ILMN_1904023"	"0.995"	"0.015237"	"3.44858"	""	""
"ILMN_3298163"	"0.995"	"0.015241"	"3.44836"	""	""
"ILMN_1735617"	"0.995"	"0.015289"	"3.44599"	""	""
"ILMN_2118201"	"0.995"	"0.015311"	"3.44488"	"SPAG11A"	"sperm associated antigen 11A"
"ILMN_1733554"	"0.995"	"0.015325"	"3.44421"	"UCP3"	"uncoupling protein 3"
"ILMN_1669362"	"0.995"	"0.01537"	"3.44197"	"IGFBP6"	"insulin like growth factor binding protein 6"
"ILMN_3246678"	"0.995"	"0.015387"	"3.44111"	"NPW"	"neuropeptide W"
"ILMN_1681304"	"0.995"	"0.015387"	"3.44111"	"PAN3"	"PAN3 poly(A) specific ribonuclease subunit"
"ILMN_3287784"	"0.995"	"0.015394"	"3.44076"	""	""
"ILMN_1786831"	"0.995"	"0.015407"	"3.4401"	""	""
"ILMN_3249578"	"0.995"	"0.01541"	"3.43995"	""	""
"ILMN_2365569"	"0.995"	"0.015425"	"3.43924"	"ICA1"	"islet cell autoantigen 1"
"ILMN_1682929"	"0.995"	"0.01547"	"3.43698"	""	""
"ILMN_1705442"	"0.995"	"0.015486"	"3.43623"	"CMTM3"	"CKLF like MARVEL transmembrane domain containing 3"
"ILMN_3243049"	"0.995"	"0.015494"	"3.43582"	"SNORD19"	"small nucleolar RNA, C/D box 19"
"ILMN_1727532"	"0.995"	"0.015547"	"3.43322"	"OLFML3"	"olfactomedin like 3"
"ILMN_1792404"	"0.995"	"0.015558"	"3.43271"	"TM4SF4"	"transmembrane 4 L six family member 4"
"ILMN_1657033"	"0.995"	"0.015563"	"3.43242"	""	""
"ILMN_1887357"	"0.995"	"0.015582"	"3.4315"	"CHRM3"	"cholinergic receptor muscarinic 3"
"ILMN_1696289"	"0.995"	"0.015603"	"3.43046"	""	""
"ILMN_2390472"	"0.995"	"0.015625"	"3.42939"	"TTC14"	"tetratricopeptide repeat domain 14"
"ILMN_3182005"	"0.995"	"0.015657"	"3.42787"	""	""
"ILMN_2370135"	"0.995"	"0.015664"	"3.4275"	"HNRNPU"	"heterogeneous nuclear ribonucleoprotein U"
"ILMN_1832334"	"0.995"	"0.015664"	"3.42749"	""	""
"ILMN_1779213"	"0.995"	"0.015681"	"3.42669"	"TFG"	"TRK-fused gene"
"ILMN_1768754"	"0.995"	"0.015705"	"3.42551"	""	""
"ILMN_1656638"	"0.995"	"0.015729"	"3.42434"	"BHMT"	"betaine--homocysteine S-methyltransferase"
"ILMN_1781045"	"0.995"	"0.01574"	"3.42383"	"FXYD2"	"FXYD domain containing ion transport regulator 2"
"ILMN_1659553"	"0.995"	"0.015794"	"3.42119"	"ANAPC1"	"anaphase promoting complex subunit 1"
"ILMN_3241433"	"0.995"	"0.015795"	"3.42118"	""	""
"ILMN_1658806"	"0.995"	"0.015799"	"3.42096"	"SLC5A10"	"solute carrier family 5 member 10"
"ILMN_3251587"	"0.995"	"0.015807"	"3.42061"	"RNA28S5"	"RNA, 28S ribosomal 5"
"ILMN_3194291"	"0.995"	"0.015846"	"3.41872"	""	""
"ILMN_1810910"	"0.995"	"0.015849"	"3.41857"	"CFH"	"complement factor H"
"ILMN_1755423"	"0.995"	"0.015867"	"3.4177"	"PTCRA"	"pre T-cell antigen receptor alpha"
"ILMN_1737486"	"0.995"	"0.015881"	"3.41701"	""	""
"ILMN_1731476"	"0.995"	"0.015941"	"3.41415"	"ARNTL"	"aryl hydrocarbon receptor nuclear translocator like"
"ILMN_1907947"	"0.995"	"0.015973"	"3.41264"	"AP5M1"	"adaptor related protein complex 5 mu 1 subunit"
"ILMN_1760748"	"0.995"	"0.015985"	"3.41206"	"PBLD"	"phenazine biosynthesis like protein domain containing"
"ILMN_1762260"	"0.995"	"0.015999"	"3.41141"	"C3"	"complement component 3"
"ILMN_1722726"	"0.995"	"0.016003"	"3.4112"	"ARHGAP32"	"Rho GTPase activating protein 32"
"ILMN_2042305"	"0.995"	"0.016015"	"3.41064"	""	""
"ILMN_1770025"	"0.995"	"0.016016"	"3.41061"	""	""
"ILMN_1682339"	"0.995"	"0.016033"	"3.40977"	"C19orf57"	"chromosome 19 open reading frame 57"
"ILMN_1788005"	"0.995"	"0.016035"	"3.40968"	"PLEC"	"plectin"
"ILMN_3275540"	"0.995"	"0.01604"	"3.40944"	""	""
